confidence,text
95.76178741455078,Blogger's Contract
99.75877380371094,Acknowledging that blogging is a legitimate and authentic form of
99.82579040527344,"journalistic publication, student and teacher bloggers must adhere"
98.95109558105469,to essential principles of ethics. The free exchange and publication
99.70842742919922,of information can help people in important ways. At the same
99.78189086914062,time information can also harm people either intentionally or
99.85969543457031,unintentionally.
99.62399291992188,"Being a responsible participant in the great online conversation,"
98.75160217285156,I
99.7579116821289,pledge that I will use information to:
99.82733917236328,"Honestly and joyously express the truth, and that if"
99.73348236083984,"challenged, I will be able to prove that what I write or say is"
99.89202117919922,"true,"
99.74222564697266,Always treat all people with respect. I will never use
99.7269058227539,information to cause harm or appear to cause harm to any
99.75704193115234,"person or group of people, and"
98.86607360839844,Respect and protect information tools and that I will neither
99.85408782958984,"do any harm to a computer system, network, software, or"
99.07213592529297,other person's information; nor will I allow others to do harm
99.71272277832031,"to a computer system, network, software, or other person's"
99.85271453857422,information.
99.3991928100586,I will always be accountable for the information that I
99.8210220336914,"produce and publish, willing and able to defend my"
99.29383850097656,information or acknowledge when I have made a mistake and
99.2746810913086,fix it.
99.88838958740234,Teacher
99.87557983398438,Student
93.99613189697266,Blogger's
97.52745056152344,Contract
99.93245697021484,Acknowledging
99.65269470214844,that
99.9600830078125,blogging
99.86312103271484,is
99.75186920166016,a
99.97297668457031,legitimate
99.48760223388672,and
99.78726196289062,authentic
99.51302337646484,form
99.6666488647461,of
99.96771240234375,journalistic
99.91835021972656,"publication,"
99.9395980834961,student
99.9191665649414,and
99.89144134521484,teacher
99.92341613769531,bloggers
99.92301940917969,must
99.1236343383789,adhere
99.3376693725586,to
99.94107055664062,essential
99.96646881103516,principles
99.73101043701172,of
98.74688720703125,ethics.
99.91064453125,The
92.51985931396484,free
99.96993255615234,exchange
99.72865295410156,and
99.65876007080078,publication
99.70865631103516,of
99.93102264404297,information
99.10377502441406,can
99.9400405883789,help
99.96570587158203,people
99.84367370605469,in
99.97550964355469,important
99.72208404541016,ways.
99.61235809326172,At
99.94257354736328,the
99.04730224609375,same
99.88739776611328,time
99.93824005126953,information
98.88495635986328,can
99.8179931640625,also
99.93866729736328,harm
99.96735382080078,people
99.90372467041016,either
99.97232818603516,intentionally
99.72636413574219,or
99.91996002197266,Being
99.52483367919922,a
99.95680236816406,responsible
99.9826889038086,participant
99.8991470336914,in
99.89579010009766,the
97.5687026977539,great
99.91753387451172,online
99.95047760009766,"conversation,"
99.96710968017578,pledge
99.90058135986328,that
99.3504638671875,I
99.8563003540039,will
99.6141128540039,use
99.94271087646484,information
99.674072265625,to:
99.96135711669922,Honestly
99.48219299316406,and
99.94764709472656,joyously
99.94842529296875,express
99.81476593017578,the
99.92328643798828,"truth,"
99.70771789550781,and
99.83880615234375,that
99.82183074951172,if
99.57696533203125,"challenged,"
99.34571838378906,I
99.84686279296875,will
99.79507446289062,be
99.90143585205078,able
99.90116119384766,to
99.97388458251953,prove
99.80699157714844,that
99.8367919921875,what
99.33936309814453,I
99.69791412353516,write
99.7890625,or
99.52367401123047,say
99.93385314941406,is
99.91898345947266,Always
99.91262817382812,treat
99.52399444580078,all
99.96817016601562,people
99.83370971679688,with
99.96043395996094,respect.
98.88135528564453,I
99.89897918701172,will
99.84827423095703,never
99.67578125,use
99.60187530517578,information
99.4126968383789,to
99.71600341796875,cause
99.93804931640625,harm
99.6588134765625,or
99.97581481933594,appear
99.59194946289062,to
99.63509368896484,cause
99.93672943115234,harm
99.58903503417969,to
99.9398422241211,any
99.97802734375,person
99.50276184082031,or
99.88162231445312,group
99.61080932617188,of
99.95442962646484,"people,"
99.61457824707031,and
99.9646987915039,Respect
99.91394805908203,and
99.8805160522461,protect
99.91803741455078,information
99.8116226196289,tools
99.26871490478516,and
99.8184585571289,that
90.27053833007812,I
99.86700439453125,will
99.94721984863281,neither
99.697265625,do
99.94412994384766,any
99.94122314453125,harm
99.77999877929688,to
99.84490966796875,a
99.96147155761719,computer
99.87680053710938,"system,"
99.95712280273438,"network,"
99.90447998046875,"software,"
99.63349914550781,or
99.82123565673828,other
92.81964874267578,person's
99.94904327392578,information;
99.884765625,nor
99.83644104003906,will
98.33514404296875,I
99.8969497680664,allow
99.8801040649414,others
99.80105590820312,to
99.62554168701172,do
99.94354248046875,harm
99.15411376953125,to
99.61235046386719,a
99.96086883544922,computer
99.89188385009766,"system,"
99.94889068603516,"network,"
99.3587875366211,"software,"
99.75350189208984,or
99.84634399414062,other
99.88777923583984,person's
99.00222778320312,I
99.90730285644531,will
99.8700942993164,always
99.88494110107422,be
99.91091918945312,accountable
99.7236099243164,for
99.90937042236328,the
99.92857360839844,information
99.7963638305664,that
96.05853271484375,I
99.95024871826172,produce
99.618896484375,and
99.93167114257812,"publish,"
99.9422836303711,willing
99.6917953491211,and
99.85260009765625,able
99.63484191894531,to
99.94941711425781,defend
99.8174057006836,my
99.91704559326172,information
99.79243469238281,or
99.89096069335938,acknowledge
99.91358184814453,when
99.68739318847656,I
99.93563079833984,have
94.9048843383789,made
99.4117431640625,a
99.88530731201172,mistake
99.59944152832031,and
99.63117980957031,fix
98.9181900024414,it.
